,label,STAT3,SMAD23,STAT6,SOCS1,TLR4,NFKB,STAT1,SOCS3,AP1,IL10,TNFA,TGFB,Fra1,HIF1A,ERK,IL4e,IL10e,TNFAe,TGFBe,IgG,A2a,IFNG,IFNB,IL1B,IL6e,MCSF,GMCSF,Hipoxia,GCGCR,difference
28,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270895,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.082323075
29,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270844,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1.082323024
30,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270844,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1.082323024
31,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270844,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1.082323024
32,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270844,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1.082323024
33,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.083170758,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1.083222937
34,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.083170758,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1.083222937
35,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.083170758,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1.083222937
36,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.083170758,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1.083222937
37,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082327832,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1.08238001
38,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082327832,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1.08238001
39,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082327832,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1.08238001
40,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082327832,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1.08238001
41,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270892,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1.082323071
42,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270892,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1.082323071
43,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270892,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1.082323071
44,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270892,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1.082323071
45,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270895,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1.082323075
46,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270895,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1.082323075
47,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270895,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1.082323075
48,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270895,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.082323075
49,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.08232783,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1.082380009
50,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.08232783,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1.082380009
51,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.08232783,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1.082380009
52,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.08232783,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1.082380009
53,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082327845,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1.082380023
54,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082327845,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1.082380023
55,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082327845,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1.082380023
56,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082327845,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1.082380023
57,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270854,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1.082323033
58,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270854,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1.082323033
59,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270854,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1.082323033
60,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270854,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1.082323033
61,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.219638613,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1.219690791
62,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.219638613,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1.219690791
63,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.219638613,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1.219690791
64,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.219638613,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1.219690791
65,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270854,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1.082323033
66,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270854,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1.082323033
67,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270854,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1.082323033
68,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082270854,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1.082323033
69,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082327845,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1.082380023
70,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082327845,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1.082380023
71,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082327845,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1.082380023
72,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,0.999996273,0.999996273,1.082327845,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1.082380023
73,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.972500695,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.972552873
74,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.972500695,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0.972552873
75,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.972500695,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.972552873
76,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.972500695,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.972552873
77,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.972699544,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.972751722
78,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.972699544,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0.972751722
79,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.972699544,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0.972751722
80,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.972699544,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0.972751722
81,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.972663265,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.972715443
82,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.972654193,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0.972706372
83,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.972663265,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.972715443
84,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.972654193,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.972706372
85,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.972663283,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.972715461
86,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.973300857,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.973353036
87,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.972663283,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.972715461
88,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.973300857,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0.973353036
89,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.97261782,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0.972669999
90,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.97261782,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0.972669999
91,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.97261782,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.972669999
92,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.97261782,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0.972669999
93,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.972663263,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.972715441
94,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.972663263,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0.972715441
95,M2aM2cM2d,0.999996273,0.999996273,0.999996273,0.999996273,3.73E-06,3.73E-06,3.73E-06,3.73E-06,3.73E-06,0.999996272,3.73E-06,0.999996273,3.73E-06,0.999996273,0.972663263,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0.972715441
